Taxonomy	Sample1	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample2	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample3	Sample30	Sample31	Sample32	Sample33	Sample34	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Tax_detail
Gemella	0	0	0.0142737195633921	0	0	0.0149716055756324	0.0114942528735632	0.00812595226003047	0.00656660412757974	0.0180604632901453	0	0	0	0	0	0.0101226396729609	0	0.0122850122850123	0.00360663621062755	0	0.0043691389599318	0.0137365947704543	0	0.0131167389768944	0.0104567969179967	0.002031340684852	0.00597808037196945	0.00142348754448399	0	0.00356234096692112	0.0108239452175834	0	0.00497357786757849	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family-XI;g__Gemella;
Campylobacter	0	0	0	0	0	0.00516262261228704	0.00437876299945265	0.01066531234129	0.0178236397748593	0.00706713780918728	0	0	0	0	0	0.00661864901693596	0.00337381916329285	0.00327600327600328	0.0163500841548449	0	0.00245098039215686	0.00108446800819376	0	0.00343053173241852	0.00385250412768299	0.0105919907138712	0.00514779143141813	0.0152313167259786	0	0.00101781170483461	0.000883587364700685	0	0.00186509170034193	0	k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;
Sphingomonas	0	0	0.00587741393786734	0.00941619585687382	0	0	0	0	0	0	0	0	0	0	0	0	0.0134952766531714	0.00286650286650287	0	0	0.0156649616368286	0.00409687914206531	0	0	0	0	0	0	0	0.00636132315521628	0.00618511155290479	0.00640204865556978	0.0177183711532484	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;
Lachnoclostridium	0.0132993774759479	0	0	0	0	0	0	0	0	0	0.00759144237405107	0.00216994061215167	0.00592503022974607	0.0080172679617638	0.00532938564026647	0	0	0	0	0	0	0.00289191468851669	0.0082049987376925	0	0	0	0	0	0.00394151303242212	0	0	0	0	0.0174482006543075	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;
Lachnospiraceae-UCG-004	0	0	0	0	0	0	0	0	0	0	0.00662525879917184	0.00730927364093193	0	0.00493370336108541	0.0078460399703923	0	0	0	0	0.0172009382329945	0	0	0.00378692249431962	0	0	0	0	0	0.00330578512396694	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae-UCG-004;
Ruminococcaceae-UCG-002	0	0	0	0	0	0	0	0	0	0	0.0122843340234645	0	0.00411124546553809	0.00955905026210299	0.0102146558105107	0	0	0	0	0.0172009382329945	0	0	0	0	0	0	0	0	0	0.00254452926208651	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae-UCG-002;
Oribacterium	0	0	0	0	0	0.0113577697470315	0.00547345374931582	0.00761808024377857	0.0117260787992495	0.00706713780918728	0	0	0	0	0	0.0118746350009733	0	0	0.00601106035104592	0	0	0	0	0.00353142972454848	0.00935608145294441	0.0171213000580383	0.010129525074726	0.00427046263345196	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;
Megamonas	0	0	0	0.0169491525423729	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045045045045045	0	0	0.000959079283887468	0.00939872273767924	0	0	0	0	0	0	0	0	0	0.00608194622279129	0.00373018340068387	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megamonas;
Duganella	0	0	0	0	0.016243654822335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Duganella;
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0	0	0	0.0160075329566855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447570332480818	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;
Pantoea	0	0.00413564929693962	0.0159529806884971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00479539641943734	0	0	0	0	0	0	0	0	0	0.00839407996465651	0.00640204865556978	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;
Bergeyella	0	0	0	0	0	0.00258131130614352	0	0	0	0	0	0	0	0	0	0.00233599377068328	0	0	0.00577061793700409	0	0.00298380221653879	0.00494035425954934	0	0.00353142972454848	0	0.00116076610562972	0.000996346728661574	0.00185053380782918	0	0.00279898218829517	0.00265076209410205	0.00192061459667093	0.0146098849860118	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;
Ruminiclostridium-6	0	0	0	0	0	0	0	0	0	0	0.00151828847481021	0	0.000967351874244256	0.00308356460067838	0.0145077720207254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium-6;
Parvimonas	0	0	0	0	0	0.00103252452245741	0	0	0.000938086303939962	0.00510404397330192	0	0	0	0	0	0	0.00472334682860999	0.00204750204750205	0.0139456600144265	0	0.00394288150042626	0.00120496445354862	0	0.00565028755927757	0	0.000290191526407429	0.00066423115244105	0.00099644128113879	0	0.00305343511450382	0.00198807157057654	0.000960307298335467	0.00248678893378924	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family-XI;g__Parvimonas;
Aggregatibacter	0	0	0	0	0	0	0.00711548987411056	0	0	0	0	0	0	0	0	0	0	0	0.013224332772301	0	0	0	0	0.00524669559075774	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;
Pseudochrobactrum	0	0	0	0	0.0131979695431472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00652782095119677	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudochrobactrum;
Ruminococcaceae-NK4A214-group	0	0	0	0	0	0	0	0	0	0	0	0	0.013180169286578	0.000462534690101758	0	0	0	0	0	0	0.000532821824381927	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae-NK4A214-group;
Bacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00469936136883962	0	0	0	0	0	0	0	0	0	0	0.0130556419023935	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;
Selenomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129838903582592	0	0	0	0	0.00282514377963879	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas;
Treponema-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127434479442174	0	0.000319693094629156	0	0	0.002320653818989	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema-2;
Ruminiclostridium-9	0.00523486134691568	0	0	0	0	0	0	0	0	0	0.0082815734989648	0.00662402923709456	0.00326481257557437	0.00570459451125501	0.00606957809030348	0	0	0	0	0.0125097732603597	0	0	0.00580661449129008	0	0	0	0	0	0.00190718372536554	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium-9;
Lachnoanaerobaculum	0	0	0	0	0	0	0	0.00253936008125952	0	0	0	0	0	0	0	0.00700798131204983	0	0	0.00769415724933878	0	0	0	0	0.00272424578750883	0.0066042927903137	0.00710969239698201	0.00846894719362338	0.0113879003558719	0	0	0.00220896841175171	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;
Vibrio	0	0	0	0.0112994350282486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224071702944942	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;
Fusicatenibacter	0.000990379173740804	0	0	0	0	0	0	0	0	0	0.00386473429951691	0.00582457743261763	0	0	0	0	0	0	0	0.0109460516028147	0	0	0.00694269123958596	0	0	0	0	0	0.00445009535918627	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;
F0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105794662178408	0	0	0	0	0.00272424578750883	0	0	0	0	0	0.00229007633587786	0.00242986525292688	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;
Aquabacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104325699745547	0.00618511155290479	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Aquabacterium;
Massilia	0	0	0	0.00941619585687382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040950040950041	0	0	0.00586104006820119	0.00337390046993614	0	0	0	0	0	0	0	0.00152671755725191	0.00397614314115308	0.00704225352112676	0.0102580043518806	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Massilia;
Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101214574898785	0	0	0	0.00682011935208866	0.00265092179780696	0	0	0	0	0	0	0	0.00534351145038168	0.00265076209410205	0	0.00590612371774946	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;
Oligella	0	0	0.0100755667506297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152671755725191	0.00110448420587586	0.000960307298335467	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Oligella;
Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00992317541613316	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;
Flavonifractor	0.00608375778155065	0	0	0	0	0	0	0	0	0	0.00469289164941339	0	0.00314389359129383	0.00354609929078014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00317863954227591	0	0	0	0	0.00981461286804798	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor;
Selenomonas-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00937725414763164	0	0	0	0	0.00363232771667844	0	0.00130586186883343	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas-3;
Cardiobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00937725414763164	0	0	0.000963971562838896	0	0.00332963374028857	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;
Paeniglutamicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00932545850170967	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Paeniglutamicibacter;
Porphyrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00918171728382605	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Porphyrobacter;
Caulobacter	0	0	0	0	0.00913705583756345	0	0	0	0	0	0	0	0	0	0	0	0.00337381916329285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;
Fretibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913681173358981	0	0	0	0	0.00272424578750883	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Fretibacterium;
Luteimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00870376126826236	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;
[Ruminococcus]-torques-group	0.00268817204301075	0	0	0	0	0	0	0	0	0	0.00869565217391304	0.00205573321151211	0.00290205562273277	0.00370027752081406	0.00222057735011103	0	0	0	0	0	0	0	0.00290330724564504	0	0	0	0	0	0.00254291163382072	0	0	0.00448143405889885	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]-torques-group;
Erysipelotrichaceae-UCG-003	0	0	0	0	0	0	0	0	0	0	0	0.00536774783005939	0.00495767835550181	0.00185013876040703	0.00118430792005922	0	0	0	0	0	0	0	0.00858369098712446	0	0	0	0	0	0.0041958041958042	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae-UCG-003;
Nocardioides	0	0	0	0	0.00812182741116751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00223785166240409	0.00204843957103265	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;
Oceanisphaera	0	0	0	0	0.00812182741116751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404103201740752	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Oceanisphaera;
Prevotella-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00809716599190283	0	0	0	0.00245098039215686	0	0	0	0	0	0	0	0	0	0	0.00480153649167734	0.00621697233447311	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella-9;
Murdochiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00742240215924426	0	0.00120221207020918	0	0.0079923273657289	0.000963971562838896	0	0.000807183937039653	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family-XI;g__Murdochiella;
Stomatobaculum	0	0	0	0	0	0	0.00383141762452107	0.00304723209751143	0.00797373358348968	0.00314095013741657	0	0	0	0	0	0.000778664590227759	0	0	0.00168309689829286	0	0	0	0	0	0	0.002031340684852	0	0.00142348754448399	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Stomatobaculum;
Oscillibacter	0	0	0	0	0	0	0	0	0	0	0.00400276052449965	0.00319780721790772	0.00556227327690447	0.00786308973172988	0.00325684678016284	0	0.00134952766531714	0	0	0.00469116497263487	0	0	0.000757384498863923	0	0	0	0	0	0.00216147488874762	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter;
Lachnospiraceae-UCG-001	0	0	0	0	0	0	0	0	0	0	0	0.00171311100959342	0.00761789600967352	0	0.00532938564026647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae-UCG-001;
Bilophila	0	0	0	0	0	0	0	0	0	0	0.00717736369910283	0	0.00120918984280532	0.0040086339808819	0.00222057735011103	0	0	0	0	0.00703674745895231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;
Ezakiella	0	0	0.00503778337531486	0.00188323917137476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144265448425102	0	0.00703324808184143	0.00108446800819376	0	0.00332963374028857	0	0	0	0	0.000762873490146217	0.00559796437659033	0.000662690523525514	0.000960307298335467	0.00155424308361828	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family-XI;g__Ezakiella;
Blastococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404858299595142	0	0	0	0.00149190110826939	0	0	0	0	0	0	0	0	0	0	0	0.00683866956792042	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;
Ruminococcaceae-UCG-003	0	0	0	0	0	0	0	0	0	0	0.00303657694962043	0.00456829602558246	0.00665054413542926	0.00570459451125501	0.00562546262028127	0	0	0	0	0	0	0	0.0049229992426155	0	0	0	0	0	0.00228862047043865	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae-UCG-003;
Rhodococcus	0	0	0	0.00659133709981168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00245098039215686	0.000843475117484034	0	0	0	0	0	0	0	0.00254452926208651	0	0	0.00497357786757849	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus;
Selenomonas-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064919451791296	0	0	0	0	0.00121077590555948	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas-4;
Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138533674339301	0	0	0	0	0	0	0	0	0	0.00640600839407996	0	0.00310848616723656	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;
Lachnospiraceae-ND3007-group	0	0	0	0	0	0	0	0	0	0	0.00110420979986197	0.00605299223389676	0.0030229746070133	0	0.00103626943005181	0	0	0	0	0	0	0	0.00403938399394092	0	0	0	0	0	0.00228862047043865	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae-ND3007-group;
Tannerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00601106035104592	0	0	0	0	0.00252244980324892	0	0.001015670342426	0.000498173364330787	0	0	0.00101781170483461	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;
Peptoclostridium	0	0	0	0.00564971751412429	0.0050761421319797	0	0	0	0	0	0	0	0	0	0	0	0.00134952766531714	0	0	0	0.00202472293265132	0.00216893601638752	0	0	0	0	0	0	0	0	0.000662690523525514	0.00320102432778489	0.00373018340068387	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptoclostridium;
Pasteurella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055952751010258	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Pasteurella;
Dialister	0	0	0	0	0	0	0	0	0	0	0.00151828847481021	0	0	0	0	0	0	0	0.00553017552296225	0	0.00202472293265132	0	0	0.00242155181111896	0	0	0	0	0.00127145581691036	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister;
Serratia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228943246174238	0	0	0	0	0	0	0	0	0.00552242102937928	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;
Romboutsia	0.00183927560837578	0	0	0	0	0	0	0	0	0	0.00124223602484472	0	0	0.000616712920135677	0.00103626943005181	0	0	0	0	0.00156372165754496	0	0	0.000883615248674577	0	0	0	0	0	0	0	0	0	0	0.0054525627044711	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia;
UBA1819	0.00240520656479909	0	0	0	0	0	0	0	0	0	0.00248447204968944	0.000685244403837369	0	0	0.000592153960029608	0	0	0	0	0	0	0	0.00113607674829588	0	0	0	0	0	0	0	0	0	0	0.0054525627044711	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__UBA1819;
Marmoricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00544174135723431	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;
Abiotrophia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00480884828083674	0	0	0.000722978672129172	0	0.0053475935828877	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;
Aeromicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368550368550369	0	0	0.00532821824381927	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;
Novosphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00532350532350532	0	0	0	0.00240992890709724	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;
[Eubacterium]-xylanophilum-group	0	0	0	0	0	0	0	0	0	0	0	0	0.00532043530834341	0.00431699044094974	0.00236861584011843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Eubacterium]-xylanophilum-group;
Deinococcus	0	0	0.00503778337531486	0.00188323917137476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127226463104326	0.00176717472940137	0	0	0	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;
Blastomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494400161436787	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;
Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0.00253929866989117	0.0047795251310515	0.00310880829015544	0	0	0	0	0	0	0.000481985781419448	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;
Methylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00472334682860999	0	0	0	0.00277067348678602	0.00108446800819376	0	0	0	0	0	0	0	0.00229007633587786	0	0.00192061459667093	0.00341933478396021	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;
[Eubacterium]-nodatum-group	0	0	0	0	0	0	0	0.00355510411376333	0	0.00471142520612485	0	0	0	0	0	0.00155732918045552	0	0	0.00408752103871123	0	0	0	0	0.00151346988194935	0	0.00116076610562972	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family-XIII;g__[Eubacterium]-nodatum-group;
Ruminococcaceae-UCG-013	0	0	0	0	0	0	0	0	0	0	0	0.00102786660575605	0.00241837968561064	0.000925069380203515	0.00222057735011103	0	0	0	0	0	0	0	0.00214592274678112	0	0	0	0	0	0.00470438652256834	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae-UCG-013;
Lachnospiraceae-UCG-010	0	0	0	0	0	0	0	0	0	0	0.00469289164941339	0.00182731841023298	0	0.00185013876040703	0.00266469282013323	0	0	0	0	0	0	0	0.00176723049734915	0	0	0	0	0	0.0045772409408773	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae-UCG-010;
Ruminococcaceae-UCG-014	0	0	0	0	0	0	0	0	0.00140712945590994	0	0.000966183574879227	0	0.00459492140266022	0	0.00222057735011103	0.00175199532801246	0	0	0.00384707862466939	0	0	0	0	0.000403591968519826	0.00110071546505228	0.000870574579222287	0.00199269345732315	0.00170818505338078	0	0.00127226463104326	0.0030925557764524	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae-UCG-014;
Megasphaera	0	0	0	0	0	0	0	0.00457084814626714	0	0	0	0	0	0	0	0	0	0	0.00432796345275307	0	0	0	0	0	0	0	0	0.00341637010676157	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;
Flaviaesturariibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00448143405889885	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flaviaesturariibacter;
Clostridium-sensu-stricto-1	0	0	0.00251889168765743	0	0	0	0	0	0	0	0	0	0	0.000925069380203515	0	0	0	0	0	0	0.00181159420289855	0	0	0	0	0	0	0	0	0	0.00198807157057654	0.00448143405889885	0.0027976375505129	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae-1;g__Clostridium-sensu-stricto-1;
